artists,album_name,track_name,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,duration_min,duration_category,popularity_category
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Who Needs Shelter,22.0,False,0.514,0.569,6,-7.866,0,0.03,0.601,2.21e-06,0.218,0.264,142.597,acoustic,3.2043333333333335,Media,Baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),No Stopping Us,19.0,False,0.646,0.836,1,-6.203,1,0.0327,0.301,3.23e-05,0.29,0.727,105.991,acoustic,3.31425,Media,Muy baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24.0,False,0.57,0.711,9,-4.155,1,0.0703,0.119,0.0,0.352,0.648,163.117,acoustic,3.19815,Media,Baja
JJ Heller,I Dream of You: CALM,Make You Feel My Love,57.0,False,0.678,0.199,9,-9.785,1,0.0307,0.957,3.23e-06,0.0968,0.262,72.006,acoustic,2.8548833333333334,Media,Media
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Remedy (I Won't Worry),35.0,False,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,acoustic,4.274,Larga,Baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Too Much Food,20.0,False,0.626,0.926,2,-4.441,1,0.0477,0.0265,0.0,0.159,0.548,99.997,acoustic,3.6904166666666667,Media,Muy baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18.0,False,0.686,0.556,1,-8.5,0,0.0271,0.532,0.0,0.0922,0.36,112.997,acoustic,4.250783333333334,Larga,Muy baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19.0,False,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,acoustic,3.4798833333333334,Media,Muy baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Curbside Prophet,23.0,False,0.619,0.793,5,-5.964,1,0.0661,0.263,0.0,0.0828,0.892,177.991,acoustic,3.5758666666666667,Media,Baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again - Live",19.0,False,0.56,0.278,3,-12.501,1,0.0921,0.733,0.0,0.112,0.594,102.187,acoustic,4.4046666666666665,Larga,Muy baja
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again",18.0,False,0.595,0.805,8,-7.926,1,0.0543,0.0167,1.06e-05,0.0691,0.359,102.44,acoustic,4.81735,Larga,Muy baja
Eddie Vedder,Into The Wild (Music For The Motion Picture),Hard Sun,65.0,False,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,acoustic,5.368,Larga,Alta
Susie Suh;Robot Koch,Here with Me,Here with Me,55.0,False,0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,acoustic,3.98285,Media,Media
Tyler Ward;Lindsey Stirling;Kina Grannis,"Tyler Ward Covers, Vol. 5",The Scientist,47.0,False,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,acoustic,4.609583333333333,Larga,Media
Howie Day,Stop All The World Now,Collide,56.0,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,acoustic,4.152,Larga,Media
Eden Elf;Ren Avel,get better,get better,53.0,False,0.639,0.201,7,-16.613,0,0.0526,0.907,2.26e-05,0.124,0.4,88.107,acoustic,1.8622333333333334,Corta,Media
Kitri,Hikare Inochi,Sympathy,49.0,False,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,acoustic,3.5126666666666666,Media,Media
Boyce Avenue;Rachel Grae,Let It Go,Let It Go,51.0,False,0.599,0.349,1,-9.269,1,0.0301,0.819,0.0,0.112,0.444,147.913,acoustic,4.261466666666666,Larga,Media
Chord Overstreet,What You Need,What You Need,53.0,False,0.519,0.264,0,-11.171,1,0.0601,0.918,0.000253,0.237,0.192,140.354,acoustic,3.0297666666666667,Media,Media
Five For Fighting,The Battle for Everything,100 Years,66.0,False,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,acoustic,4.076666666666667,Larga,Alta
Andrew Belle,Nightshade,You're the Sea,56.0,False,0.573,0.624,1,-9.076,0,0.0324,0.471,0.117,0.114,0.529,161.025,acoustic,2.9091,Media,Media
Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 1",No Direction,47.0,False,0.654,0.821,7,-5.472,1,0.0264,0.00666,0.00299,0.228,0.613,111.958,acoustic,3.9055,Media,Media
Cary Brothers,Under Control,Belong,51.0,False,0.426,0.399,0,-8.447,1,0.034,0.761,0.00112,0.118,0.217,115.979,acoustic,4.26,Larga,Media
The Mayries,As It Was,As It Was,55.0,False,0.505,0.21,11,-11.349,1,0.0295,0.907,0.0,0.11,0.323,80.721,acoustic,2.9423666666666666,Media,Media
Jason Mraz,I'm Yours,I'm Yours,60.0,False,0.693,0.43,11,-9.395,1,0.0442,0.565,0.0,0.0928,0.731,151.001,acoustic,4.058233333333333,Larga,Media
Joseph Sullinger,Chi Mai,Chi Mai,40.0,False,0.739,0.287,6,-14.007,0,0.059,0.969,0.12175,0.111,0.557,80.64,acoustic,3.1449166666666666,Media,Baja
A Great Big World;Christina Aguilera,Say Something,Say Something,58.0,False,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,acoustic,3.8233333333333333,Media,Media
Parachute,Parachute,Had It All,55.0,False,0.606,0.54,7,-6.271,0,0.0339,0.182,0.000144,0.144,0.249,79.952,acoustic,3.6142166666666666,Media,Media
Zack Tabudlo;Yonnyboii,Take Me Back,Take Me Back ft. Yonnyboii,50.0,False,0.595,0.646,0,-5.495,1,0.0327,0.11,0.0,0.258,0.563,120.049,acoustic,2.4833333333333334,Corta,Media
Tobey Rosen,Whole Again (Acoustic Version),Whole Again - Acoustic Version,52.0,False,0.736,0.145,11,-9.215,1,0.0336,0.855,0.0,0.108,0.235,129.832,acoustic,2.6205166666666666,Media,Media
The Mayries,Overpass Graffiti,Overpass Graffiti,54.0,False,0.479,0.126,1,-13.974,1,0.0303,0.966,0.0,0.113,0.279,96.327,acoustic,3.7767166666666667,Media,Media
Sara Bareilles,Little Voice,Love Song,73.0,False,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,acoustic,4.313766666666667,Larga,Alta
Andrew Foy;Renee Foy,Let Her Go,Let Her Go,38.0,False,0.549,0.291,2,-13.457,1,0.0388,0.858,0.000846,0.129,0.376,75.153,acoustic,3.23355,Media,Baja
Aqualung,Still Life,Brighter Than Sunshine,53.0,False,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,acoustic,4.04065,Larga,Media
Tyler Ward;Karis;Ray Lorraine,Love Story,Love Story,55.0,False,0.498,0.12,0,-17.493499999999997,1,0.0487,0.851,0.0,0.171,0.338,121.187,acoustic,3.875,Media,Media
Agustín Amigó;Nylonwings,Mujer con Abanico,Mujer con Abanico,41.0,False,0.769,0.135,5,-12.049,0,0.061,0.986,0.12175,0.106,0.471,103.939,acoustic,2.6131166666666665,Media,Media
Amy Stroup,In the Shadows,In the Shadows,46.0,False,0.434,0.469,0,-7.849,0,0.0265,0.52,0.000328,0.108,0.0568,136.282,acoustic,4.39705,Larga,Media
Boyce Avenue;Connie Talbot,Can You Feel the Love Tonight,Can You Feel the Love Tonight,63.0,False,0.452,0.198,10,-9.374,1,0.0335,0.931,2.24e-06,0.1,0.217,119.499,acoustic,4.181933333333333,Larga,Alta
Brandi Carlile,The Story,The Story,66.0,False,0.544,0.5,11,-8.253,1,0.026,0.0325,3.78e-06,0.109,0.177,93.621,acoustic,3.9748833333333335,Media,Alta
JJ Heller,Better,Better,54.0,False,0.662,0.187,2,-9.003,1,0.0268,0.969,0.000273,0.0922,0.233,104.988,acoustic,3.5984333333333334,Media,Media
Kina Grannis,Iris,Iris,62.0,False,0.497,0.13,6,-15.571,1,0.0436,0.841,0.0,0.111,0.179,130.769,acoustic,3.0189333333333335,Media,Alta
The Mayries,#Acoustic,Rockabye - Acoustic Version,57.0,False,0.528,0.291,10,-9.696,1,0.0401,0.914,0.0,0.121,0.355,76.805,acoustic,2.624433333333333,Media,Media
Caleb Santos;Viva Music Publishing Inc.,I Need You More Today,I Need You More Today,68.0,False,0.461,0.522,11,-7.513,1,0.043,0.36,0.0,0.123,0.446,157.768,acoustic,3.8954666666666666,Media,Alta
Boyce Avenue,"Cover Sessions, Vol. 4",Beautiful Soul,62.0,False,0.483,0.506,9,-6.058,1,0.0347,0.394,0.0,0.0946,0.705,87.337,acoustic,3.6102,Media,Alta
Jason Mraz,Know.,Let's See What The Night Can Do,53.0,False,0.392,0.423,7,-7.813,1,0.0348,0.27,0.0,0.117,0.288,113.537,acoustic,4.086433333333333,Larga,Media
Rachael Yamagata,Something In the Rain (Music from the Original TV Series),"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",44.0,False,0.42,0.2,7,-17.493499999999997,1,0.0492,0.929,0.12175,0.0758,0.164,87.248,acoustic,3.6602166666666665,Media,Media
Parachute,The Way It Was,Forever And Always,57.0,False,0.657,0.716,2,-5.675,1,0.0301,0.014,0.0,0.0483,0.435,93.924,acoustic,4.149333333333334,Larga,Media
Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,Fine On The Outside,52.0,False,0.495,0.185,9,-13.824,1,0.0288,0.692,0.00403,0.109,0.196,101.89,acoustic,4.207766666666667,Larga,Media
Chord Overstreet,Tree House Tapes,Tortured Soul,53.0,False,0.55,0.499,4,-9.502,1,0.0338,0.472,2.26e-06,0.0798,0.144,86.966,acoustic,4.110216666666667,Larga,Media
JJ Heller,I Believe in You,I Believe in You,53.0,False,0.534,0.359,0,-9.311,1,0.0296,0.449,1.2e-05,0.331,0.267,131.804,acoustic,3.3131,Media,Media
Jon Bryant,Cult Classic,At Home,55.0,False,0.378,0.52,11,-10.965,1,0.0382,0.777,0.0888,0.0979,0.357,73.744,acoustic,3.7773333333333334,Media,Media
Donovan Woods,"Hard Settle, Ain't Troubled","Portland, Maine",66.0,False,0.606,0.349,4,-13.967,1,0.0319,0.764,0.12175,0.112,0.156,80.071,acoustic,3.3978166666666665,Media,Alta
Ross Copperman,Holding On and Letting Go LP,Holding On and Letting Go,49.0,False,0.486,0.555,2,-9.466,1,0.0271,0.818,0.00269,0.109,0.0992,77.987,acoustic,5.290683333333333,Larga,Media
Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Flood,60.0,False,0.577,0.446,6,-11.343,1,0.0313,0.554,0.0782,0.116,0.262,81.005,acoustic,4.360666666666667,Larga,Media
Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),Hanggang Kailan (Umuwi Ka Na Baby),38.0,False,0.59,0.407,4,-9.079,1,0.0361,0.861,9.95e-06,0.094,0.276,145.852,acoustic,3.532216666666667,Media,Baja
Stephen Speaks,No More Doubt,Out of My League,67.0,False,0.538,0.315,0,-10.057,1,0.0291,0.96,0.00596,0.0979,0.4,91.921,acoustic,3.6466666666666665,Media,Alta
A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57.0,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,acoustic,3.887766666666667,Media,Media
Eddie Vedder,Into The Wild (Music For The Motion Picture),Rise,60.0,False,0.401,0.58,7,-6.86,1,0.0541,0.906,0.12175,0.134,0.526,173.277,acoustic,2.60755,Media,Media
The Weepies;Deb Talan;Steve Tannen,Say I Am You,World Spins Madly On,64.0,False,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,107.612,acoustic,2.7522166666666665,Media,Alta
Freddie King,Thanksgiving Party,Stumble,0.0,False,0.678,0.612,4,-9.764,1,0.0339,0.1,0.12175,0.164,0.857,118.381,acoustic,3.6104333333333334,Media,Muy baja
Taj Mahal,Supa Chill,Paradise,0.0,False,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,79.642,acoustic,4.190433333333333,Larga,Muy baja
Keb' Mo';Gerald Albright,Un tecito y a mimir,"Moonlight, Mistletoe & You",0.0,False,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,97.498,acoustic,3.4882166666666667,Media,Muy baja
Motohiro Hata,青の光景,ひまわりの約束,61.0,False,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,acoustic,5.135766666666667,Larga,Alta
Thomas Daniel,Since U Been Gone,Since U Been Gone - Acoustic Version,50.0,False,0.538,0.162,5,-13.31,1,0.0299,0.847,0.0,0.114,0.366,94.981,acoustic,3.686166666666667,Media,Media
Masayoshi Yamazaki,"One more time,One more chance","One more time,One more chance",47.0,False,0.519,0.429,11,-7.707,0,0.0317,0.658,0.0,0.111,0.396,129.491,acoustic,5.5131,Larga,Media
Kina Grannis,Creep,Creep,58.0,False,0.585,0.103,7,-12.682,1,0.0309,0.801,0.0,0.126,0.179,133.057,acoustic,3.90225,Media,Media
Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30.0,False,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.8e-06,0.0743,0.394,96.808,acoustic,2.8875,Media,Baja
YUZU,Shinsekai,Hyouriittai,52.0,False,0.223,0.891,1,-3.626,0,0.138,0.325,0.0,0.287,0.333,159.888,acoustic,5.610316666666667,Larga,Media
Canyon City,How Long Will I Love You,How Long Will I Love You,55.0,False,0.382,0.157,1,-16.157,1,0.0361,0.878,0.000473,0.112,0.224,136.11,acoustic,2.4138333333333333,Corta,Media
Zack Tabudlo,Binibini,Binibini,67.0,False,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,acoustic,3.6923,Media,Alta
Aron Wright,You Were Supposed to Be Different,You Were Supposed to Be Different,45.0,False,0.436,0.239,7,-12.83,1,0.0282,0.861,8.48e-05,0.0902,0.137,73.761,acoustic,3.2162,Media,Media
Boyce Avenue,"Cover Sessions, Vol. 3",Thinking out Loud,56.0,False,0.702,0.326,1,-6.638,1,0.0272,0.705,0.0,0.168,0.628,79.904,acoustic,4.644,Larga,Media
Jonah Baker,Covers,Perfect / Style,37.0,False,0.593,0.292,11,-12.755,1,0.0364,0.828,0.0,0.174,0.375,111.121,acoustic,3.5477333333333334,Media,Baja
The Civil Wars,Barton Hollow,Poison & Wine,54.0,False,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,153.848,acoustic,3.657766666666667,Media,Media
Howie Day,Stop All The World Now,Collide,66.0,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,acoustic,4.152,Larga,Alta
Ingrid Michaelson,Be OK,You And I,63.0,False,0.698,0.285,0,-7.632,1,0.0553,0.927,0.0,0.0883,0.53,135.027,acoustic,2.473333333333333,Corta,Alta
Zack Tabudlo;Billkin,Give Me Your Forever,Give Me Your Forever (ft. Billkin),58.0,False,0.601,0.439,8,-7.589,1,0.0269,0.0642,0.0,0.0942,0.275,99.976,acoustic,4.08,Larga,Media
Landon Pigg,Coffee Shop,Falling in Love at a Coffee Shop,55.0,False,0.332,0.298,4,-14.174,1,0.0569,0.875,0.00784,0.114,0.243,83.555,acoustic,4.514,Larga,Media
Anna Nalick,Wreck of the Day,Breathe (2 AM),65.0,False,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,acoustic,4.663766666666667,Larga,Alta
Zack Tabudlo,Episode,Habang Buhay,69.0,False,0.62,0.668,9,-5.719,1,0.0305,0.088,0.0,0.362,0.183,118.013,acoustic,4.067783333333334,Larga,Alta
Jonah Baker,Beautiful Soul,Beautiful Soul,44.0,False,0.394,0.281,9,-11.12,1,0.0414,0.826,0.0,0.0854,0.485,90.044,acoustic,3.5789666666666666,Media,Media
Ben Woodward,Bulletproof,Bulletproof,39.0,False,0.59,0.552,7,-10.496,1,0.0407,0.654,0.000359,0.128,0.635,155.101,acoustic,3.4612833333333333,Media,Baja
Andrew Belle,Nightshade,Spectrum,54.0,False,0.539,0.717,3,-7.385,1,0.031,0.000298,0.111,0.125,0.212,117.973,acoustic,4.4251,Larga,Media
Jonah Baker,Girls Like You (Acoustic Version),Girls Like You - Acoustic Version,44.0,False,0.543,0.138,0,-14.331,1,0.0531,0.791,0.0,0.185,0.3,115.65,acoustic,3.141566666666667,Media,Media
Zack Tabudlo,Nangangamba,Nangangamba,70.0,False,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,acoustic,3.5059,Media,Alta
Us The Duo,Better Together,Better Together,64.0,False,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,109.891,acoustic,3.3451,Media,Alta
Andrew Foy;Renee Foy,Heartbreak Anniversary,Heartbreak Anniversary,40.0,False,0.674,0.122,1,-17.493499999999997,1,0.0427,0.882,0.0,0.139,0.339,130.014,acoustic,3.3209333333333335,Media,Baja
Tyler Ward;Karis;Ray Lorraine,One More Time Around,One More Time Around,47.0,False,0.429,0.358,0,-9.076,1,0.0346,0.614,0.0,0.0875,0.187,134.279,acoustic,3.427766666666667,Media,Media
A Great Big World,流星花園音樂專輯,Say Something,40.0,False,0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,acoustic,3.826216666666667,Media,Baja
Zack Tabudlo,Episode,Heart Can’t Lose,55.0,False,0.647,0.567,1,-8.971,1,0.0328,0.0318,0.0,0.133,0.374,125.871,acoustic,4.015866666666667,Larga,Media
Donovan Woods;Tenille Townes,The Other Way,I Ain't Ever Loved No One - Acoustic,57.0,False,0.322,0.213,10,-14.915,0,0.0318,0.611,0.0,0.113,0.16,160.389,acoustic,3.3265666666666664,Media,Media
Ray LaMontagne,Till The Sun Turns Black,Empty,48.0,False,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,acoustic,5.288,Larga,Media
Megan Davies,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54.0,False,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,163.99,acoustic,3.8660833333333335,Media,Media
Tim Halperin,Covers,The Reason,53.0,False,0.423,0.207,7,-8.811,1,0.0289,0.887,0.0,0.0948,0.209,149.664,acoustic,3.3466666666666667,Media,Media
Canyon City,Refuge,Fix You,60.0,False,0.522,0.152,2,-14.996,1,0.0303,0.788,2.37e-05,0.148,0.133,144.055,acoustic,4.361083333333333,Larga,Media
JJ Heller,Hand to Hold,Hand to Hold,54.0,False,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97e-06,0.111,0.261,133.737,acoustic,3.8600833333333333,Media,Media
Ray LaMontagne,Trouble,Hold You in My Arms,62.0,False,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,acoustic,5.1033333333333335,Larga,Alta
Us The Duo,Public Record,One Last Dance,51.0,False,0.466,0.161,7,-14.498,1,0.0492,0.979,0.000238,0.231,0.171,139.167,acoustic,3.74745,Media,Media
Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",Heaven,61.0,False,0.619,0.28,8,-10.238,0,0.0317,0.73,0.0,0.103,0.292,129.948,acoustic,4.167716666666666,Larga,Alta
Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Spark - Bonus Track,51.0,False,0.596,0.429,3,-10.16,1,0.0377,0.775,0.0107,0.0962,0.229,148.086,acoustic,3.36555,Media,Media
Drew Holcomb & The Neighbors,Medicine,American Beauty,63.0,False,0.645,0.169,9,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,167.826,acoustic,2.63355,Media,Alta
Ray LaMontagne,Part Of The Light,Such A Simple Thing,65.0,False,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,acoustic,4.939766666666666,Larga,Alta
Amos Lee,Amos Lee,Colors,64.0,False,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,128.615,acoustic,2.6742166666666667,Media,Alta
Boyce Avenue,"Cover Sessions, Vol. 6",Someone You Loved,57.0,False,0.736,0.364,1,-5.966,1,0.0349,0.741,0.0,0.0932,0.371,110.023,acoustic,3.0407,Media,Media
Jason Mraz;Meghan Trainor,Know.,More Than Friends (feat. Meghan Trainor),54.0,False,0.451,0.528,2,-6.984,1,0.0364,0.366,0.0,0.0811,0.527,139.28,acoustic,3.022666666666667,Media,Media
Days N Daze,Show Me the Blueprints.,Flurry Rush,37.0,True,0.371,0.674,9,-3.72,1,0.0488,0.169,0.0,0.0889,0.92,87.603,acoustic,2.8219666666666665,Media,Baja
Sara Bareilles,The Blessed Unrest,I Choose You,63.0,False,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,acoustic,3.6428833333333333,Media,Alta
Mindy Gledhill,Anchor,I Do Adore,53.0,False,0.69,0.334,9,-5.626,1,0.066,0.947,0.0,0.0895,0.8,74.721,acoustic,2.486,Corta,Media
Dave Barnes,Christmas Faves 2022,I'll Be Home For Christmas,0.0,False,0.594,0.307,10,-13.062,1,0.0249,0.796,0.0414,0.15,0.24,94.026,acoustic,3.054883333333333,Media,Muy baja
Get Dead,Tall Cans & Loose Ends,Fuck You,36.0,True,0.608,0.917,11,-5.341,1,0.0601,0.236,0.0,0.13,0.936,117.875,acoustic,2.8211,Media,Baja
Albert King,pov: you have a holly jolly christmas,Christmas Comes But Once A Year,0.0,False,0.687,0.494,1,-9.421,1,0.0505,0.324,5.5e-05,0.0867,0.621,93.269,acoustic,4.544,Larga,Muy baja
Albert King,pov: you rock around the christmas tree,Christmas Comes But Once A Year,0.0,False,0.687,0.494,1,-9.421,1,0.0505,0.324,5.5e-05,0.0867,0.621,93.269,acoustic,4.544,Larga,Muy baja
John Adams,If I Ain't Got You (Acoustic),If I Ain't Got You - Acoustic,55.0,False,0.652,0.15,5,-12.699,1,0.0363,0.923,0.0,0.102,0.361,104.018,acoustic,2.9418166666666665,Media,Media
John Adams,Believe (Acoustic),Believe - Acoustic,57.0,False,0.765,0.241,4,-8.865,1,0.0373,0.873,0.0,0.111,0.182,123.95,acoustic,2.9981,Media,Media
Adam Christopher,Iris (Acoustic),Iris - Acoustic,54.0,False,0.589,0.249,2,-10.086,1,0.0329,0.717,0.0,0.106,0.363,150.096,acoustic,3.07,Media,Media
Motohiro Hata,言ノ葉,Rain - Long Ver.,44.0,False,0.588,0.604,9,-7.602,1,0.024,0.343,6.86e-05,0.252,0.351,92.02,acoustic,6.54575,Muy larga,Media
Aoi Teshima,Cheek to Cheek~I Love Cinemas~,C'est si bon,51.0,False,0.735,0.203,9,-13.237,0,0.0539,0.854,0.00164,0.105,0.479,113.913,acoustic,1.8057666666666667,Corta,Media
Jonah Baker,Baby (Acoustic Version),Baby (Acoustic Version),42.0,False,0.655,0.147,8,-14.409,1,0.0371,0.88,0.0,0.266,0.328,116.103,acoustic,2.679466666666667,Media,Media
YUZU,Land,Reason,47.0,False,0.363,0.819,7,-3.128,1,0.0634,0.0591,0.0,0.0988,0.468,122.527,acoustic,5.072,Larga,Media
Boyce Avenue;Emma Heesters,I Like Me Better,I Like Me Better,54.0,False,0.473,0.263,9,-8.609,1,0.033,0.814,0.0,0.142,0.315,87.145,acoustic,3.3584666666666667,Media,Media
Zack Tabudlo,Asan Ka Na Ba,Asan Ka Na Ba,73.0,False,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,acoustic,4.018866666666667,Larga,Alta
Boyce Avenue,"Cover Sessions, Vol. 3",A Thousand Years,56.0,False,0.41,0.221,5,-11.673,1,0.0315,0.768,0.0,0.106,0.228,139.529,acoustic,4.395166666666666,Larga,Media
Thomas Daniel,drivers license,drivers license,56.0,False,0.439,0.217,2,-13.166,1,0.0413,0.933,0.0,0.126,0.373,144.413,acoustic,4.10575,Larga,Media
Jason Mraz,YES!,Love Someone,59.0,False,0.582,0.347,7,-14.769,1,0.0305,0.317,0.00678,0.111,0.0797,97.957,acoustic,4.286216666666666,Larga,Media
Jae Hall,The Winner Takes It All (Acoustic),The Winner Takes It All - Acoustic,57.0,False,0.426,0.127,6,-13.287,1,0.0648,0.863,4.3e-06,0.0993,0.149,62.535,acoustic,2.6502,Media,Media
Aaron Espe,Only Time,Only Time,56.0,False,0.696,0.261,9,-12.107,0,0.0361,0.737,1.24e-05,0.11,0.361,136.053,acoustic,2.9757666666666664,Media,Media
A Fine Frenzy,One Cell In The Sea,Almost Lover,57.0,False,0.549,0.24,0,-7.778,1,0.0338,0.947,0.0,0.106,0.167,119.58,acoustic,4.48,Larga,Media
Roses & Frey,Dance Monkey,Dance Monkey,51.0,False,0.541,0.192,0,-13.995,0,0.0282,0.893,0.0,0.193,0.317,139.938,acoustic,3.2975,Media,Media
Parachute,Parachute,Ocean,48.0,False,0.662,0.711,5,-4.924,1,0.0279,0.0686,1.17e-05,0.085,0.352,119.989,acoustic,3.7066666666666666,Media,Media
Kina Grannis,Dream a Little Dream of Me,Dream a Little Dream of Me,52.0,False,0.665,0.185,1,-13.852,1,0.0381,0.913,0.0,0.334,0.458,82.474,acoustic,2.3729833333333334,Corta,Media
The Mayries,Back For Good,Back For Good,54.0,False,0.591,0.175,6,-12.959,1,0.038,0.927,0.0,0.133,0.352,139.902,acoustic,3.24445,Media,Media
Canyon City,OK,OK,55.0,False,0.489,0.183,0,-14.769,1,0.033,0.907,3.95e-05,0.106,0.486,79.961,acoustic,3.54,Media,Media
Andrew Foy;Renee Foy,Just The Two Of Us,Just The Two Of Us,41.0,False,0.618,0.083,4,-17.493499999999997,1,0.057,0.745,0.000123,0.146,0.597,90.865,acoustic,3.271733333333333,Media,Media
Boyce Avenue,"Cover Sessions, Vol. 6",Hey There Delilah,49.0,False,0.664,0.319,0,-8.149,0,0.0271,0.862,0.0,0.121,0.258,105.036,acoustic,3.8478,Media,Media
